x,y,label
-0.6776890771963044,-0.7954694116291594,0
-2.3149408339380697,1.9469982459793278,1
-0.5735685415475542,3.3614349543646207,0
1.2142502270573186,0.747070583870713,0
-1.1849982876004526,0.2357343246605592,1
-0.1821696187415256,-1.5621744549757646,1
-1.0800874226824102,2.863525822840686,1
-1.8540571489881854,2.0662751786570337,1
0.18964538386239216,1.4048259081716057,0
-1.3449971436200965,2.2000708679984142,1
2.935820662112751,2.9144625223359717,0
-0.8028052590316896,0.8550288045464369,1
1.462522520576127,1.7260128294491692,1
0.6597253789146631,2.840060120581638,1
2.107239139070585,-0.5944628901280851,1
-0.369864746265407,1.305490450468492,1
-0.17522884272079953,2.9554928644439706,1
2.4471183061944926,0.9671656144125054,1
-1.4380256099650515,-1.8866778854560966,0
2.5305783086529043,0.46457765140494356,1
-1.5648700458732012,-0.779427124616058,1
-1.1907304713945976,-0.4276069410611907,1
0.4515927928476078,-2.5156285216339276,0
2.6574628361354105,1.3345825687755557,0
-1.8516147864995594,-2.372679512909853,0
0.35188552564346987,-1.6772543349301057,1
-1.16485237419235,0.9672639922132631,1
-0.538833608600962,2.3171308414282996,0
1.1340329435395775,2.1811302457803996,1
-0.052046486026021466,0.7399623248538219,0
-2.4697570823297648,3.180934742677484,0
-1.1383378494421597,-0.8666979280161866,1
-1.7130130779185133,-2.0320586347133824,0
1.6055213384251523,-1.518570243931732,1
-1.5886170146283312,0.4382355475778428,1
0.3830828370914854,2.980847132020114,0
0.3386813198520975,0.33923125233361917,0
-2.358586770717192,2.7924225481699314,0
-1.807125473828923,-2.2244256752425127,0
-1.5553812308689339,0.74928087834525,0
2.413553335617835,-0.21162476686153253,1
-2.1331297294630276,-0.17625999811718307,0
0.17659531228859393,-2.056850533203018,1
2.180837416451089,1.2088364720318334,1
-2.101049721496741,1.2220780886487828,0
-1.2597283495075833,-0.047940392850506,1
-0.16934882382173422,-1.310866975143478,0
-0.12020325785454578,2.6162684789292148,1
2.281451580917417,0.9950151245811751,1
-1.1521248084440607,-2.339458073496359,0
2.1705081495707725,-0.9263440304705415,1
-0.49813730944165613,1.1377609480990354,1
-2.4501214692877085,-0.09113703676891438,0
1.699539112327594,0.03551981222377698,0
2.278108425814997,0.07647377801571764,1
0.3505726885900389,0.7899896760301561,1
1.3343137868645307,1.3074772272971376,0
1.1210426702443543,-1.9575405546802402,1
2.5575565176004034,-0.9379690878322251,0
0.336944153215474,0.77031744818319,1
-0.5700633117164422,-0.7034211738907479,0
1.8397672032178836,1.926783395760253,1
2.232309681850424,1.2381655724006988,1
-0.4780936029117808,2.653116245290653,1
0.8352284003254047,2.5209843422627487,1
-2.3216833117559244,1.8183867106734914,1
-1.7794611850699198,1.3129584235177596,0
-1.2942060233854864,0.27913338580293345,1
1.4262336215429468,-2.2524853654757613,0
2.2368030933137195,-0.950439300763734,1
1.865414094877683,2.660981695889704,0
-0.11217999926810052,-0.8514638619583523,0
-0.8104004625614429,1.3175753671999293,1
2.8747067734418765,0.8923270602823572,0
1.846851413467962,1.3800267569111466,1
0.8903782220665306,2.4643230110648395,1
-1.755458236033905,-0.3727034817680912,1
-0.32872139920653654,-2.3315258273490356,0
-1.0392617698513054,-0.4652334421250459,0
2.315396973287241,-1.0697223179912212,0
-1.6984201726687742,-2.466381509958586,0
-0.6607298011343361,-1.5148288637278928,1
0.7448522900315906,2.64975719839441,1
1.9616907549466314,1.4575007460839475,1
-1.0542728079011912,-2.404483257655631,0
-1.081934803996046,2.57353929155587,1
-2.9561430376564513,-0.5930660506824061,0
2.6113703884646835,-2.2972837846505736,0
-1.9568993987996062,1.5613551361549383,0
1.0029865508437048,2.4368127485498587,1
2.591285362745495,3.314959601595896,0
-0.9443722498829423,-1.1649023894057788,1
-2.4843467294996286,-0.8213263288904353,0
-0.030870161044505018,-0.8250856168119152,0
2.1030851262400603,-0.8021049263367188,1
1.1715652017305578,-1.98354332856073,0
2.199891845395202,-1.2738260246937723,0
1.320523816872174,-1.7113733805539526,1
0.7727147752929673,-0.9466473401062874,0
2.476986836766904,2.894610350930122,0
-2.2660274640245337,-0.2909626438087085,0
1.759886980550733,-1.7571162285057216,0
1.2724813723705344,-1.8710514757387453,1
2.7591851676488695,2.23671545339567,0
-0.33313212985890406,-1.2228399641243157,0
-1.4265539027471232,-0.6675254399884936,1
1.3684086255358094,-1.36632837771834,1
-2.444866954839519,1.3294576302403525,1
0.9979329478145269,-0.28214063188725147,1
1.6282696546480215,-1.7850716324104778,0
-1.214212374609506,3.218614455234474,0
0.44031287587899204,2.7019003307315255,1
-2.5049997018170673,2.7825914798892053,0
-1.380038825023496,-0.7709134048022819,1
2.840633988491061,3.392311217853314,0
0.8929130812968458,-1.8856744493109816,1
2.1246610467471942,-0.1523340417255734,1
-0.7286679632905813,-2.1346531670301747,0
2.9921894753801217,-2.4549882501167324,0
-1.789083448747437,2.7396108136761526,0
1.0208709882142912,1.628293647283248,0
-0.38938185438775896,2.477939378586408,1
2.7561387347312403,3.369159524578604,0
